Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Oracle acquired AmberPoint in 2010,AmberPoint,Oracle,2010,2/07/1905,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2746a20d430f46cfe390f2f5800d6282,Oracle Buys AmberPoint To Boost Application Management And Performance Offerings | TechCrunch,http://techcrunch.com/2010/02/08/oracle-buys-amberpoint-to-boost-application-management-and-performance-offerings/
Oracle acquired ATG (Art Technology Group) in 2011,ATG (Art Technology Group),Oracle,2011,5/01/2011,"$1,000,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8efb67d1e184e98223389aff6d270d4b,Oracle to pay $1B for e-commerce pioneer ATG - Boston Business Journal,http://www.bizjournals.com/boston/blog/mass-high-tech/2010/11/oracle-to-pay-1b-for-e-commerce-pioneer-atg.html
Oracle acquired BEA Systems in 2008,BEA Systems,Oracle,2008,16/01/2008,"$8,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/93438a519a69959879efe7a775ac2a9f,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_jan/bea.html
Oracle acquired Bharosa in 2007,Bharosa,Oracle,2007,18/07/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9c5efd9d8510d5ba250654a00fdc19fa,Oracle Corporation acquired Bharosa,http://www.thealarmclock.com/mt/archives/2007/07/oracle_buys_id.html
Oracle acquired BigMachines in 2013,BigMachines,Oracle,2013,24/10/2013,"$400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e856d7c127cd5f00eca5d2e69a00a20f,Oracle Corporation acquired BigMachines,http://www.businessinsider.in/Source-Oracle-Paid-Over-400-Million-For-BigMachines-To-Grab-More-Salesforce-Customers/articleshow/24619613.cms
Oracle acquired Bitzer Mobile in 2013,Bitzer Mobile,Oracle,2013,18/11/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/df1558247ce753c199b07016fc5f494b,Oracle and Bitzer Mobile,http://www.oracle.com/us/corporate/acquisitions/bitzermobile/index.html
Oracle acquired BlueKai in 2014,BlueKai,Oracle,2014,24/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e532a5ad40f8d878bde7d1bf8517f812,Oracle Buys BlueKai,http://www.marketwatch.com/story/oracle-buys-bluekai-2014-02-24-8173543?reflink=MW_news_stmp
Oracle acquired Bridgestream in 2007,Bridgestream,Oracle,2007,17/08/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/5ef17f1e86c631542cac67443b5968eb,Oracle buys Bridgestream follows purchase of Bharosa,http://venturebeat.com/2007/08/17/oracle-buys-bridgestream-follows-purchase-of-bharosa/
Oracle acquired ClearApp in 2008,ClearApp,Oracle,2008,2/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5ac621a987d6427cd652218421383c9b,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_sep/clearapp.html
Oracle acquired ClearTrial in 2012,ClearTrial,Oracle,2012,29/03/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3d6ae094d76ab6910df43c07f8b13d94,Oracle Buys ClearTrial | FreshNews.com,http://www.freshnews.com/news/630564/oracle-buys-cleartrial-
Oracle acquired Collaxa in 2004,Collaxa,Oracle,2004,14/06/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/707ee60bc07b027e3d92fc0aa2b727f6,Oracle buying BPM vendor Collaxa sources say,http://www.infoworld.com/t/business/oracle-buying-bpm-vendor-collaxa-sources-say-844
Oracle acquired Collective Intellect in 2012,Collective Intellect,Oracle,2012,5/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/49dffa7f9dfac47e15a133c40aa32d4a,Oracle Buys Another: First Vitrue Now Market Intelligence Firm Collective Intellect | TechCrunch,http://techcrunch.com/2012/06/05/oracle-buys-collective-intelligence/
Oracle acquired Compendium in 2013,Compendium,Oracle,2013,17/10/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d82e8520daaa3a3469e41118c305f132,Oracle Buys Compendium A Content Marketing Startup To Build Up Its Arsenal Against Salesforce | TechCrunch,http://techcrunch.com/2013/10/17/oracle-buys-compendium-a-content-marketing-startup-to-build-up-its-arsenal-against-frenemy-salesforce/
Oracle acquired Conformia Software in 2009,Conformia Software,Oracle,2009,17/06/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/997dda5dcc8e7bfdf22e3d26a54fcc7a,Oracle Buys Intellectual Property Assets of Conformia,http://www.oracle.com/us/corporate/press/019140
Oracle acquired Convergin in 2010,Convergin,Oracle,2010,10/02/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f9e7899ab32b2999536f976b04a1ce7b,Oracle Buys Convergin,http://www.oracle.com/us/corporate/press/049243
Oracle acquired Corente in 2014,Corente,Oracle,2014,7/01/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9de950c2dad6ab4f5777a4ae1aa09400,Oracle Corporation acquired Corente,http://dealbook.nytimes.com/2014/01/07/oracle-agrees-to-buy-cloud-based-service/?utm_source=twitterfeed&utm_medium=twitter
Oracle acquired Datanomic in 2011,Datanomic,Oracle,2011,21/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/33861e338231c086d57f6658c387d16f,Oracle acquires enterprise data quality software provider Datanomic - Computer Business Review,http://www.cbronline.com/news/tech/software/middleware/oracle-acquires-enterprise-data-quality-software-provider-datanomic-210611
Oracle acquired DataRaker in 2012,DataRaker,Oracle,2012,13/12/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/55a0a72e91010d487e5e2bc78afc2a52,Oracle Buys DataRaker | FreshNews.com,http://www.freshnews.com/news/738822/oracle-buys-dataraker-
Oracle acquired Demantra in 2006,Demantra,Oracle,2006,1/06/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a06321962c9e0d8532325de11b093832,Oracle to acquire Demantra - CNET News,http://news.cnet.com/Oracle-to-acquire-Demantra/2100-1012_3-6078925.html
Oracle acquired Eloqua in 2012,Eloqua,Oracle,2012,20/12/2012,"$871,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/10350b36028e1e3ba556053cf9d9b3e2,Oracle buys cloud marketing firm Eloqua for $871M,http://venturebeat.com/2012/12/20/oracle-buys-eloqua/
Oracle acquired Endeca in 2011,Endeca,Oracle,2011,18/10/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f0d7e309999348ec2fb6323406049156,Oracle Buys Enterprise Search And Data Management Company Endeca | TechCrunch,http://techcrunch.com/2011/10/18/oracle-buys-enterprise-search-and-data-management-company-endeca/
Oracle acquired Fatwire in 2011,Fatwire,Oracle,2011,21/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/62a2ecb99b9eccfb178b82b8b02ef5ab,Oracle Buys Web Content Management Company Fatwire Software | TechCrunch,http://techcrunch.com/2011/06/21/oracle-buys-web-content-management-company-fatwire-software/
Oracle acquired G-Log in 2005,G-Log,Oracle,2005,20/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eb07432ce9fd9ad2ba5d6a8c2cc7b689,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2005_sep/globe.html
Oracle acquired Global Knowledge Software in 2008,Global Knowledge Software,Oracle,2008,31/07/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0f1d16bd690c9abfb244aac99ae06886,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_jul/gks.html
Oracle acquired GoAhead Software in 2011,GoAhead Software,Oracle,2011,22/09/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b0fa63d243684c39b9b50ed90804dbea,Oracle Corporation acquired GoAhead Software,http://techcrunch.com/2011/09/22/oracle-to-acquire-goahead/
Oracle acquired GoldenGate Software in 2009,GoldenGate Software,Oracle,2009,23/07/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8823d011b84aa3e632ea992a4c8d1181,,
Oracle acquired GreenBytes in 2014,GreenBytes,Oracle,2014,15/05/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/56c9586b81bead5d0dfff0a6c51bbf56,,
Oracle acquired Hotsip in 2006,Hotsip,Oracle,2006,16/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8c566cd47c1cd49db3662fdbb2e42bd9,Oracle Acquires HotSip AB,http://www.eweek.com/c/a/Database/Oracle-Acquires-HotSip-AB/
Oracle acquired Hyperion Solutions in 2007,Hyperion Solutions,Oracle,2007,1/03/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/68b49244e9d570e2673355a1ea5ca0d2,Update: Oracle to buy Hyperion in $3.3B cash deal,http://www.computerworld.com/s/article/9012038/Update_Oracle_to_buy_Hyperion_in_3.3B_cash_deal
Oracle acquired HyperRoll in 2009,HyperRoll,Oracle,2009,29/09/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/26db7492e2dffde4fbbef641543c29f6,Oracle Buys HyperRoll | FreshNews.com,http://www.freshnews.com/news/216876/oracle-buys-hyperroll
Oracle acquired Innobase in 2005,Innobase,Oracle,2005,7/10/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/20916d0116f4463a98ac97c8b42ea5fa,Oracle buys Innobase. MySQL between rock and hard place? (by Jeremy Zawodny),http://jeremy.zawodny.com/blog/archives/005490.html
Oracle acquired InQuira in 2011,InQuira,Oracle,2011,28/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7ac5f6baebf7debf4cad50f256ab9e1b,Oracle Buys InQuira,http://www.oracle.com/us/corporate/press/444382
Oracle acquired Instantis in 2012,Instantis,Oracle,2012,8/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7f89c612fb1cbfb4f7367b6ba9416257,Oracle Buys Instantis,http://www.oracle.com/us/corporate/press/1872026
Oracle acquired Involver in 2012,Involver,Oracle,2012,10/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/05bf93e23d014fc33f9035a1b601a7cb,Oracle Acquires Social Marketer Involver As Enterprise Giants Buy Rather Than Build For Tomorrow | TechCrunch,http://techcrunch.com/2012/07/10/oracle-involver/
Oracle acquired LiveLOOK in 2014,LiveLOOK,Oracle,2014,20/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/15e8091b2e33b96743e9cf26df6c0aad,Oracle Buys LiveLOOK,http://www.oracle.com/us/corporate/press/2222644
Oracle acquired LODESTAR Corporation in 2007,LODESTAR Corporation,Oracle,2007,24/04/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b58291a3f31ce6e82f430d38ed61b95e,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2007_apr/lodestar-acquisition.html
Oracle acquired LogicalApps in 2007,LogicalApps,Oracle,2007,10/10/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/6575bf021152d6a4789c76749c886cec,Oracle buys LogicalApps a corporate governance software co.,http://venturebeat.com/2007/10/10/oracle-buys-logicalapps-a-corporate-governance-software-co/
Oracle acquired MetaSolv in 2006,MetaSolv,Oracle,2006,23/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3a6a7ec888e2e1ac532e6e55134b55ef,Oracle Acquires MetaSolv | Telecom OSS News Review,http://www.ossnewsreview.com/telecom-oss/oracle-acquires-metasolv/
Oracle acquired MICROS Systems in 2014,MICROS Systems,Oracle,2014,23/06/2014,"$5,300,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/8a1fea006c86ea1d0cb2eb3c5fcc3eb2,"Oracle completes $5.3 billion acquisition of Micros Systems | ZDNet, Oracle buys MICROS Systems for $5.3 billion | ZDNet","http://www.zdnet.com/oracle-completes-5-3-billion-acquisition-of-micros-systems-7000033458/, http://www.zdnet.com/oracle-buys-micros-systems-for-5-3-billion-7000030819/"
Oracle acquired mValent in 2009,mValent,Oracle,2009,4/02/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/76a84c29120574544b5ff9f5ee7eb461,Oracle and mValent | Strategic Acquisitions | Oracle,http://www.oracle.com/us/corporate/Acquisitions/mvalent/index.html
Oracle acquired NetForce in 2002,NetForce,Oracle,2002,16/01/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5db7b9d0db1fdf24f8797d1af72f007,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/1197585.html
Oracle acquired Netsure Telecom in 2007,Netsure Telecom,Oracle,2007,3/09/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/74814ccfb8c4c9b0a9ec223ed2ee8cb2,Oracle acquires network analytics company Netsure Telecom,http://venturebeat.com/2007/09/03/oracle-acquires-network-analytics-company-netsure-telecom/
Oracle acquired Nimbula in 2013,Nimbula,Oracle,2013,13/03/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/90203690767d5f63d128f2b1973ac7cb,Oracle Buys Nimbula For Cloud OS Software Not OpenStack | TechCrunch,http://techcrunch.com/2013/03/13/oracle-buys-nimbula-for-cloud-os-software-not-openstack/
Oracle acquired Oblix in 2005,Oblix,Oracle,2005,28/03/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bea32988cf6a98b552bb11655de0c31b,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2005_mar/oblix.html
Oracle acquired Octetstring in 2005,Octetstring,Oracle,2005,1/11/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/535161fbd63b48eebd7c140e153362e3,Oracle Corporation acquired Octetstring,http://www.peoplesoft-planet.com/Oracle-buys-Octetstring.html
Oracle acquired Passlogix in 2010,Passlogix,Oracle,2010,6/10/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3d5679d5e53cad45e96c7131d6307062,Oracle To Acquire Enterprise Security Co. Passlogix,http://pevc.dowjones.com:80/article?pid=32&an=DJFVW00020101005e6a6001ba&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%2farticle%3fpid%3d32%26an%3dDJFVW00020101005e6a6001ba
Oracle acquired PeopleSoft in 2004,PeopleSoft,Oracle,2004,13/12/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cd9e48898c8566c2f580183422b32b16,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2004_dec/acquisition.html
Oracle acquired Phase Forward in 2010,Phase Forward,Oracle,2010,20/04/2010,"$685,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/fea2f7f81e3dcdcbd41bf8878f5872d9,Oracle Buys Healthcare Software Firm Phase Forward For $685 Million | TechCrunch,http://techcrunch.com/2010/04/16/oracle-buys-healthcare-software-firm-phase-forward-for-685-million/#ixzz0lhEbXNzs
Oracle acquired Pillar Data Systems in 2011,Pillar Data Systems,Oracle,2011,29/06/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cf34808aa4a01e4477281021705d39d8,Oracle Acquires Larry Ellison-Backed Storage Company Pillar Data Systems | TechCrunch,http://techcrunch.com/2011/06/29/oracle-acquires-larry-ellison-backed-storage-company-pillar-data-systems/
Oracle acquired Portal Software in 2006,Portal Software,Oracle,2006,12/04/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0ae945c100cd6a110b6e4395b7c57c7b,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2006_apr/portal.html
Oracle acquired Primavera Systems in 2008,Primavera Systems,Oracle,2008,8/10/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/23a1b9e7f3394e0e79f2775416080b8c,Oracle Buys Primavera,http://www.oracle.com/us/corporate/press/017594_EN
Oracle acquired ProfitLogic in 2005,ProfitLogic,Oracle,2005,5/07/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d1f130fe5858aa37b2cb0d9f947bc383,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2005_jul/platinum_v3.0.html
Oracle acquired Relsys International in 2009,Relsys International,Oracle,2009,22/07/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/38f11307f8010502e797dd867044ffd1,Oracle Corporation acquired Relsys International,http://www.tradingmarkets.com/.site/news/Stock%20News/2435568/
Oracle acquired Responsys in 2013,Responsys,Oracle,2013,20/12/2013,"$1,500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/347bf2bd0fb2d6bcda9cd54a00207262,Oracle to Buy Responsys for $1.5 Billion,http://online.wsj.com/news/articles/SB10001424052702303773704579270080523815684
Oracle acquired Retek in 2005,Retek,Oracle,2005,21/03/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3674425d59787dae03804b4319b55ce3,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2005_mar/retek_win1.html
Oracle acquired RightNow Technologies in 2011,RightNow Technologies,Oracle,2011,24/10/2011,"$1,500,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/55c69133d78038e25932c0493542fd9d,Oracle Buys Cloud-based Customer Service Company RightNow For $1.5 Billion | TechCrunch,http://techcrunch.com/2011/10/24/oracle-buys-cloud-based-customer-service-company-rightnow-for-1-5-billion/
Oracle acquired RuleBurst Holdings in 2008,RuleBurst Holdings,Oracle,2008,29/10/2008,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dc4a536991f46f0e103a104c78d28c1e,Oracle and Haley | Strategic Acquisitions | Oracle,http://www.oracle.com/us/corporate/Acquisitions/Haley/index.html
Oracle acquired Secerno in 2010,Secerno,Oracle,2010,20/05/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67c44ec307d8a221bee71dcfc3503a2f,Oracle Corporation acquired Secerno,http://techcrunch.com/2010/05/20/oracle-acquires-data-security-company-secerno/
Oracle acquired SelectMinds in 2012,SelectMinds,Oracle,2012,17/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a9c33b49c06f6ca94e0158831de7b522,Oracle Buys SelectMinds For Using Facebook And Social Networks To Recruit Employees | TechCrunch,http://techcrunch.com/2012/09/17/oracle-buys-selectminds-for-using-facebook-and-social-networks-to-recruit-employees/
Oracle acquired Siebel Systems in 2006,Siebel Systems,Oracle,2006,31/01/2006,"$5,900,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/fcd1b1bf193c65e0600d6c3d199faa3a,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2006_jan/sieb_cl.html
Oracle acquired Silver Creek Systems in 2010,Silver Creek Systems,Oracle,2010,4/01/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/76eee8527683aed53e07efc6f08b5f0c,Oracle(R) Buys Silver Creek Systems | FreshNews.com,http://www.freshnews.com/news/261351/oracler-buys-silver-creek-systems
Oracle acquired SiteWorks Solutions in 2004,SiteWorks Solutions,Oracle,2004,22/01/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f0aeb360c0ea847bebfbad69e7fbc3bd,Oracle acquires SiteWorks Solutions,http://www.itworldcanada.com/article/oracle-acquires-siteworks-solutions/14908
Oracle acquired Skire in 2012,Skire,Oracle,2012,19/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/efd21c05896297196c9572ea4db3d90c,Oracle to acquire facilities management app maker Skire,http://venturebeat.com/2012/07/19/oracle-buys-skire/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Oracle acquired Skywire Software in 2008,Skywire Software,Oracle,2008,1/05/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/03e9c509b1f7f12f09da7b69488c1f80,,
Oracle acquired Sleepycat Software in 2006,Sleepycat Software,Oracle,2006,14/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b413912b898c02fefb37cb4236d1109,Oracle Corporation acquired Sleepycat Software,http://blogs.oracle.com/otn/2006/02/oracle_acquires_sleepycat.html
Oracle acquired Sophoi in 2009,Sophoi,Oracle,2009,12/10/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e6f015e279e83c3c551298d06f1fa82c,Oracle buys Sophoi for IP-tracking technology,http://www.infoworld.com/d/applications/oracle-buys-sophoi-ip-tracking-technology-485
Oracle acquired SPL WorldGroup in 2006,SPL WorldGroup,Oracle,2006,3/11/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6b61aa870737384765ef9cdb1c1b842d,Oracle buys SPL WorldGroup,http://www.infoworld.com/t/business/oracle-buys-spl-worldgroup-734
Oracle acquired Stellent in 2006,Stellent,Oracle,2006,2/11/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e249ce3a503c2597a4fd96d0e2ac60aa,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2006_nov/stellent.html
Oracle acquired Steltor in 2002,Steltor,Oracle,2002,12/07/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ac83a2352a26727ef84eb0ff86518400,Oracle Corporation acquired Steltor,http://www.gartner.com/resources/108200/108224/108224.pdf
Oracle acquired Sun Microsystems in 2009,Sun Microsystems,Oracle,2009,20/04/2009,"$7,400,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/36703fcd1cab831c68c7bd9d74a025cf,Oracle To Buy Sun For Approximately $7.4 Billion – Hold On To Your Hats | TechCrunch,http://techcrunch.com/2009/04/20/oracle-to-buy-sun-hold-on-to-your-hats/
Oracle acquired Sunopsis in 2006,Sunopsis,Oracle,2006,9/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ed237c1ac24e90263e2f1780764ee33f,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2006_oct/sunopsis.html
Oracle acquired Tacit Software in 2008,Tacit Software,Oracle,2008,3/11/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/91cfdb1fcf8594306989fc6b40fe6671,Oracle Buys Intellectual Property Assets of Tacit Software,http://www.oracle.com/us/corporate/press/017678_EN
Oracle acquired Taleo in 2012,Taleo,Oracle,2012,9/02/2012,"$1,900,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/63b06c1b3066c363d1511e4ef6ff9481,Oracle Buys Talent Management Solutions Company Taleo For $1.9 Billion | TechCrunch,http://techcrunch.com/2012/02/09/oracle-buys-talent-management-solutions-company-taleo-for-1-9-billion/
Oracle acquired Tangosol in 2007,Tangosol,Oracle,2007,23/03/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2ffc4bc59055620efbacd5d1fd8987a3,Oracle Acquires Tangosol adds Parallel Transaction Processing Support,http://www.theserverside.com/news/thread.tss?thread_id=44758
Oracle acquired Tekelec International in 2013,Tekelec International,Oracle,2013,25/03/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/566caaff23a46f36530aa1b5cf2ab9fa,Oracle Buys Tekelec To Move Closer To Carriers And Their Overstretched Data Networks | TechCrunch,http://techcrunch.com/2013/03/25/oracle-buys-tekelec-to-move-closer-to-carriers-and-their-overstretched-data-networks/
Oracle acquired Temposoft in 2005,Temposoft,Oracle,2005,1/12/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1c086d93188511d2d07c050e4437a9cb,Oracle Corporation acquired Temposoft,http://www.peoplesoft-planet.com/Oracle-buys-Temposoft.html
Oracle acquired Thor Technologies in 2005,Thor Technologies,Oracle,2005,18/11/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/23279ea1d30959607dd628bb56e6ff18,Strict Standards: Non-static method ClsDB::getQueryString() should not be called statically assuming $this from incompatible context in /home/technoic/public_html/tech_cls_lib/ClsCommon.php on line 57 Oracle Buys Thor Technologies OctetString,http://www.technoclicks.com/article-989.php
Oracle acquired TimesTen in 2005,TimesTen,Oracle,2005,9/06/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8965a75fdab5c2401031d4252853d667,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2005_jun/060905_timesten_final_site.html
Oracle acquired TOA Technologies in 2014,TOA Technologies,Oracle,2014,31/07/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/ea86a76a4037e535c8eb1ceb2ef8bdd1,Oracle to acquire TOA Technologies,http://www.oracle.com/us/corporate/acquisitions/toatechnologies/index.html
Oracle acquired Virtual Iron Software in 2009,Virtual Iron Software,Oracle,2009,13/05/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7a0f56e72e2c868a4866a90388d07610,,
Oracle acquired Vitrue in 2012,Vitrue,Oracle,2012,23/05/2012,"$300,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d7a7505c9c66a16fdff4d5ed65d5bb22,Oracle buys social marketing startup Vitrue for $300M,http://venturebeat.com/2012/05/23/oracle-buys-vitrue/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Oracle acquired Xsigo in 2012,Xsigo,Oracle,2012,30/07/2012,"$220,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/52aa4409d85442ea8aab8a1b02417e4e,Oracle Acquires Virtual Networking Concern Xsigo Systems,http://allthingsd.com/20120730/oracle-acquires-virtual-networking-concern-xsigo-systems/
Salesforce acquired Activa Live in 2010,Activa Live,Salesforce,2010,24/09/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a543a6a4bc35e07a23f7a4156049cdc,Salesforce Buys Enterprise Chat Startup Activa Live | TechCrunch,http://techcrunch.com/2010/09/24/salesforce-buys-enterprise-chat-startup-activa-live/
Salesforce acquired ChoicePass in 2012,ChoicePass,Salesforce,2012,18/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f484d27497d60c4a9d8864e47b537f67,Enterprise Perks Management Startup ChoicePass Acquired By Salesforce Will Shut Down June 30 | TechCrunch,http://techcrunch.com/2012/06/18/choicepass-acquired-by-salesforce/
